,companyName,symbol,dividend_Ex_Date,payment_Date,dividend_Rate,indicated_Annual_Dividend,curr_price,return,recommendation,etf
1374,Singapore Post Limited ADR,SPSTY,11/19/2024,12/17/2024,0.051274,0.1641,7.83,6.5484035759897825,none,
1450,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT,11/21/2024,11/29/2024,0.1646,1.9752,25.15,6.544731610337973,none,
1382,Gladstone Capital Corporation Common Stock,GLAD,11/20/2024,11/29/2024,0.165,1.98,25.23,6.539833531510107,hold,
542,Southern Copper Corporation Common Stock,SCCO,11/06/2024,11/21/2024,0.7,2.8,107.11,6.535337503501074,hold,
879,"Home BancShares, Inc. Common Stock",HOMB,11/13/2024,12/04/2024,0.195,0.78,29.84,6.53485254691689,buy,
1407,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,BGH,11/20/2024,12/02/2024,0.1056,1.2672,16.16,6.534653465346534,hold,
767,"PIMCO Strategic Income Fund, Inc.",RCS,11/12/2024,12/02/2024,0.051,0.612,7.81,6.5300896286811785,none,
1494,Globe Telecom Inc. ADR,GTMEY,11/21/2024,12/23/2024,0.271361,1.0854,41.63,6.51840019216911,none,
1455,LMP Capital and Income Fund Inc. Common Stock,SCD,11/21/2024,12/02/2024,0.113,1.356,17.35,6.512968299711815,none,
657,Enterprise Bancorp Inc Common Stock,EBTC,11/08/2024,12/02/2024,0.24,0.96,36.86,6.511123168746609,none,
630,"Bankwell Financial Group, Inc. Common Stock",BWFG,11/08/2024,11/22/2024,0.2,0.8,30.76,6.501950585175552,buy,
1288,Innospec Inc. Common Stock,IOSP,11/18/2024,11/26/2024,0.79,1.52,121.65,6.494040279490341,buy,
820,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,PTA,11/12/2024,11/29/2024,0.134,1.608,20.66,6.48596321393998,none,
1063,Blackrock Core Bond Trust,BHK,11/15/2024,11/29/2024,0.0746,0.8952,11.54,6.464471403812825,hold,
1460,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI,11/21/2024,11/29/2024,0.1338,1.6056,20.72,6.457528957528958,none,
513,Independent Bank Corporation Common Stock,IBCP,11/05/2024,11/15/2024,0.24,0.96,37.38,6.420545746388442,hold,
829,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,EICB,11/12/2024,11/29/2024,0.161459,1.9375,25.15,6.419840954274354,none,
1114,Nuveen Missouri Quality Municipal Income Fund ,NOM,11/15/2024,12/02/2024,0.0675,0.81,10.54,6.404174573055029,none,
1125,Nuveen California Quality Municipal Income Fund,NAC,11/15/2024,12/02/2024,0.0735,0.882,11.5,6.391304347826087,none,
940,PGIM Short Duration High Yield Opportunities Fund Common Shares,SDHY,11/14/2024,11/29/2024,0.108,1.296,16.92,6.382978723404254,none,
1161,Blackrock Enhanced Equity Dividend Trust,BDJ,11/15/2024,11/29/2024,0.0562,0.6744,8.85,6.350282485875707,hold,
819,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,AIO,11/12/2024,11/27/2024,0.15,1.8,23.7,6.329113924050633,none,
1137,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA,11/15/2024,12/02/2024,0.073,0.876,11.54,6.3258232235701914,none,
1131,Nuveen Municipal Credit Income Fund ,NZF,11/15/2024,12/02/2024,0.0795,0.954,12.62,6.2995245641838356,none,
1361,"Special Opportunities Fund, Inc Common Stock",SPE,11/19/2024,11/29/2024,0.0954,1.1448,15.15,6.297029702970297,none,
1139,Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK,11/15/2024,12/02/2024,0.069,0.828,10.96,6.295620437956204,none,
1128,Nuveen New Jersey Qualified Municipal Fund ,NXJ,11/15/2024,12/02/2024,0.0785,0.942,12.47,6.295108259823576,none,
1097,Invesco Trust for Investment Grade Municipals Common Stock (DE),VGM,11/15/2024,11/29/2024,0.0646,0.7752,10.27,6.290165530671861,none,
1254,"Honat Bancorp, Inc.",HONT,11/15/2024,11/29/2024,0.71,2.84,113.0,6.283185840707965,none,
1127,Nuveen Quality Municipal Income Fund Common Stock,NAD,11/15/2024,12/02/2024,0.0755,0.906,12.03,6.275976724854531,none,
760,John Hancock Premium Dividend Fund,PDT,11/12/2024,11/29/2024,0.0825,0.99,13.19,6.254738438210766,none,
1115,Invesco California Value Municipal Income Trust Common Stock,VCV,11/15/2024,11/29/2024,0.0646,0.7752,10.33,6.253630203291385,strong_buy,
1011,Starbucks Corporation Common Stock,SBUX,11/15/2024,11/29/2024,0.61,2.28,97.55,6.253203485392107,buy,
1099,Invesco Municipal Opportunity Trust Common Stock,VMO,11/15/2024,11/29/2024,0.0625,0.75,10.0,6.25,strong_buy,
95,First Trust Motgage Income Fund Common Shares of Beneficial Interest,FMY,11/01/2024,11/15/2024,0.075,0.9,12.0,6.25,none,
1152,"Kayne Anderson Energy Infrastructure Fund, Inc.",KYN,11/15/2024,11/29/2024,0.08,0.96,12.81,6.24512099921936,none,
1502,Microchip Technology Incorporated Common Stock,MCHP,11/22/2024,12/06/2024,0.455,1.816,72.87,6.243996157540826,buy,
1105,Invesco Quality Municipal Income Trust Common Stock,IQI,11/15/2024,11/29/2024,0.0631,0.7572,10.11,6.241345202769535,hold,
681,Mid Penn Bancorp Common Stock,MPB,11/08/2024,11/25/2024,0.2,0.8,32.06,6.238303181534622,buy,
753,MFS Government Markets Income Trust Common Stock,MGF,11/12/2024,11/29/2024,0.01989,0.2387,3.19,6.235109717868339,none,
1126,Nuveen New York Quality Municipal Income Fund Common Stock,NAN,11/15/2024,12/02/2024,0.072,0.864,11.56,6.228373702422145,none,
1446,Western Asset Bond Fund Share of Beneficial Interest,WEA,11/21/2024,12/02/2024,0.07,0.84,11.24,6.227758007117438,none,
1094,Invesco Municipal Trust Common Stock,VKQ,11/15/2024,11/29/2024,0.0628,0.7536,10.1,6.217821782178218,none,
895,Expand Energy Corporation Common Stock,EXE,11/14/2024,12/04/2024,0.575,2.3,92.49,6.216888312249973,buy,
765,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",RFI,11/12/2024,11/29/2024,0.08,0.96,12.98,6.163328197226502,none,
1109,Invesco Value Municipal Income Trust Common Stock,IIM,11/15/2024,11/29/2024,0.0771,0.9252,12.53,6.153232242617719,none,
1132,Nuveen AMT-Free Municipal Credit Income Fund ,NVG,11/15/2024,12/02/2024,0.079,0.948,12.84,6.1526479750778815,none,
438,Five Star Bancorp Common Stock,FSBC,11/04/2024,11/12/2024,0.2,0.8,32.56,6.142506142506142,buy,
1026,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),VKI,11/15/2024,11/29/2024,0.0559,0.6708,9.11,6.136114160263447,hold,
1232,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",RMMZ,11/15/2024,11/29/2024,0.0974,1.1688,15.9,6.1257861635220126,none,
1166,Blackrock Enhanced International Dividend Trust,BGY,11/15/2024,11/29/2024,0.0338,0.4056,5.53,6.112115732368896,none,
1223,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",RFMZ,11/15/2024,11/29/2024,0.0866,1.0392,14.17,6.111503175723358,none,
733,Thornburg Income Builder Opportunities Trust Common Stock,TBLD,11/12/2024,11/20/2024,0.10417,1.25004,17.08,6.098946135831382,none,
995,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,OXLCN,11/15/2024,11/29/2024,0.1484375,1.78125,24.34,6.098500410846343,none,
1083,Invesco Trust for Investment Grade New York Municipals Common Stock,VTN,11/15/2024,11/29/2024,0.0685,0.822,11.24,6.094306049822064,none,
1215,Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,11/15/2024,12/02/2024,0.0685,0.822,11.24,6.094306049822064,none,
913,Gabelli Global Utility Common Shares of Beneficial Ownership,GLU,11/14/2024,11/21/2024,0.1,1.2,16.44,6.08272506082725,none,
791,"Cohen & Steers Infrastructure Fund, Inc Common Stock",UTF,11/12/2024,11/29/2024,0.155,1.86,25.49,6.080816006276971,none,
645,Community West Bancshares Common Stock,CWBC,11/08/2024,11/22/2024,0.12,0.48,19.74,6.079027355623101,buy,
1210,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",RMI,11/15/2024,11/29/2024,0.0965,1.158,15.97,6.04257983719474,none,
1547,Atmos Energy Corporation Common Stock,ATO,11/25/2024,12/09/2024,0.87,3.48,144.19,6.0337055274290865,buy,
1320,HNI Corporation Common Stock,HNI,11/18/2024,12/02/2024,0.33,1.32,54.84,6.017505470459518,buy,
1116,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),VPV,11/15/2024,11/29/2024,0.0667,0.8004,11.085,6.017140279657193,none,
803,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",PSF,11/12/2024,11/29/2024,0.126,1.512,20.95,6.014319809069213,none,
1217,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",RFM,11/15/2024,11/29/2024,0.0954,1.1448,15.87,6.011342155009452,none,
1449,Western Asset Inflation-Linked Income Fund,WIA,11/21/2024,11/29/2024,0.05,0.6,8.32,6.009615384615384,none,
1645,Duff & Phelps Utility and Infrastructure Fund Inc.,DPG,11/29/2024,12/10/2024,0.07,0.84,11.66,6.003430531732419,none,
930,"Berkshire Hills Bancorp, Inc. Common Stock",BHLB,11/14/2024,11/27/2024,0.18,0.72,30.01,5.9980006664445185,hold,
666,"German American Bancorp, Inc. Common Stock",GABC,11/08/2024,11/20/2024,0.27,1.08,45.04,5.994671403197159,buy,
277,Plumas Bancorp,PLBC,11/01/2024,11/15/2024,0.27,1.08,45.09,5.988023952095808,buy,
1386,Gladstone Investment Corporation Business Development Company,GAIN,11/20/2024,11/29/2024,0.08,0.96,13.39,5.974607916355489,hold,
1159,"CF Industries Holdings, Inc. Common Stock",CF,11/15/2024,11/29/2024,0.5,2.0,83.71,5.973002030820691,hold,
1110,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT,11/15/2024,12/02/2024,0.071,0.852,11.91,5.961376994122586,none,
1433,Snap-On Incorporated Common Stock,SNA,11/21/2024,12/10/2024,2.14,8.56,359.27,5.956522949313887,hold,
550,Alliancebernstein Global High Income Fund,AWF,11/07/2024,11/22/2024,0.0655,0.786,11.0,5.954545454545454,none,
790,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,HTD,11/12/2024,11/29/2024,0.138,1.656,23.18,5.9534081104400345,none,
1600,Trustmark Corporation Common Stock,TRMK,11/29/2024,12/15/2024,0.23,0.92,38.64,5.9523809523809526,hold,
1412,IBW Financial Corp.,IBWC,11/20/2024,12/01/2024,0.25,0.25,42.0,5.9523809523809526,none,
1107,Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ,11/15/2024,12/02/2024,0.0725,0.87,12.2,5.942622950819673,strong_buy,
1175,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB,11/15/2024,12/02/2024,0.0965,1.158,16.26,5.934809348093481,none,
1249,Oak Ridge Financial Services Inc,BKOR,11/15/2024,12/03/2024,0.12,0.48,20.25,5.925925925925926,none,
1408,Marathon Petroleum Corporation Common Stock,MPC,11/20/2024,12/10/2024,0.91,3.64,153.75,5.91869918699187,buy,
993,Otter Tail Corporation Common Stock,OTTR,11/15/2024,12/10/2024,0.4675,1.87,79.06,5.913230457880091,hold,
1169,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",RMM,11/15/2024,11/29/2024,0.0916,1.0992,15.61,5.8680333119795005,none,
737,Allspring Utilities and High Income Fund Common Shares,ERH,11/12/2024,12/02/2024,0.06347,0.7616,10.83,5.860572483841182,none,
686,Nuveen Churchill Direct Lending Corp. Common Stock,NCDL,11/08/2024,1/28/2025,0.1,1.8,17.08,5.85480093676815,buy,
1647,National Bank Holdings Corporation Common Stock,NBHC,11/29/2024,12/13/2024,0.29,1.16,49.55,5.852674066599395,hold,
773,Cohen & Steers Quality Income Realty Fund Inc Common Shares,RQI,11/12/2024,11/29/2024,0.08,0.96,13.67,5.852231163130944,none,
1146,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NMZ,11/15/2024,12/02/2024,0.0655,0.786,11.2,5.8482142857142865,none,
1576,BayFirst Financial Corp. Common Stock,BAFN,11/29/2024,12/15/2024,0.08,0.32,13.69,5.843681519357196,none,
1264,Bunzl plc ADR,BZLFY,11/15/2024,1/10/2025,0.2622447,0.5245,44.96,5.83284475088968,hold,
1385,Gladstone Commercial Corporation Real Estate Investment Trust,GOOD,11/20/2024,11/29/2024,0.1,1.2,17.2,5.813953488372094,buy,
1525,"Walker & Dunlop, Inc Common Stock",WD,11/22/2024,12/06/2024,0.65,2.6,111.93,5.807200929152148,hold,
896,"First Mid Bancshares, Inc. Common Stock",FMBH,11/14/2024,11/29/2024,0.24,0.96,41.36,5.802707930367505,buy,
857,Cheesecake Factory Incorporated (The) Common Stock,CAKE,11/13/2024,11/26/2024,0.27,1.08,46.55,5.800214822771214,buy,
787,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",RNP,11/12/2024,11/29/2024,0.136,1.632,23.45,5.799573560767591,none,
1635,Tennessee Valley Authority Common Stock,TVC,11/29/2024,12/02/2024,0.13337499,0.5335,23.01,5.796392438070404,none,
1138,Nuveen California AMT-Free Quality Municipal Income Fund,NKX,11/15/2024,12/02/2024,0.076,0.912,13.12,5.7926829268292686,none,
1389,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,LANDP,11/20/2024,11/29/2024,0.125,1.5,21.6,5.787037037037036,none,
1244,Smurfit WestRock plc Ordinary Shares,SW,11/15/2024,12/18/2024,0.3025,1.21,52.39,5.774002672265699,buy,
1042,Corning Incorporated Common Stock,GLW,11/15/2024,12/13/2024,0.28,1.12,48.72,5.74712643678161,buy,
1220,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO,11/15/2024,12/02/2024,0.062,0.744,10.79,5.746061167747915,none,
908,TPG Inc. Class A Common Stock,TPG,11/14/2024,12/02/2024,0.38,1.68,66.22,5.738447598912716,buy,
1388,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO,11/20/2024,11/29/2024,0.125,1.5,21.81,5.731315910132967,none,
1028,Reaves Utility Income Fund Common Shares of Beneficial Interest,UTG,11/15/2024,11/29/2024,0.19,2.28,33.16,5.729794933655007,none,
519,Orrstown Financial Services Inc Common Stock,ORRF,11/05/2024,11/12/2024,0.23,0.92,40.18,5.724240915878546,buy,
1384,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,GOODN,11/20/2024,11/29/2024,0.138021,1.656252,24.12,5.7222636815920405,none,
1673,"Modiv Industrial, Inc. Class C Common Stock",MDV,11/29/2024,12/24/2024,0.09583,1.15,16.76,5.717780429594272,strong_buy,
719,Wells Fargo & Company Common Stock,WFC,11/08/2024,12/01/2024,0.4,1.6,70.04,5.711022272986864,buy,
823,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,ECCC,11/12/2024,11/29/2024,0.135417,1.625,23.7199,5.709003832225263,none,
1323,Cohen & Steers Inc Common Stock,CNS,11/18/2024,12/02/2024,0.59,2.36,103.88,5.67963034270312,buy,
1284,Clarus Corporation Common Stock,CLAR,11/18/2024,11/27/2024,0.025,0.1,4.41,5.668934240362812,buy,
1469,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC,11/21/2024,11/29/2024,0.092,1.104,16.24,5.665024630541873,strong_buy,
856,Calamos Strategic Total Return Common Stock,CSQ,11/13/2024,11/20/2024,0.1025,1.23,18.15,5.647382920110194,none,
1317,Franklin Universal Trust Common Stock,FT,11/18/2024,11/29/2024,0.0425,0.51,7.54,5.636604774535809,none,
1383,"Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",GOODO,11/20/2024,11/29/2024,0.125,1.5,22.19,5.633168093735916,none,
881,Employers Holdings Inc Common Stock,EIG,11/13/2024,11/27/2024,0.3,1.2,53.34,5.624296962879639,hold,
565,"FS Bancorp, Inc. Common Stock",FSBW,11/07/2024,11/21/2024,0.27,1.08,48.03,5.621486570893191,buy,
801,"American Water Works Company, Inc. Common Stock",AWK,11/12/2024,12/03/2024,0.765,3.06,136.09,5.621280035270776,hold,
1153,BlackRock Energy and Resources Trust,BGR,11/15/2024,11/29/2024,0.0754,0.9048,13.43,5.614296351451973,none,
1157,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,BOE,11/15/2024,11/29/2024,0.063,0.756,11.24,5.604982206405694,none,
1544,"Nathan's Famous, Inc. Common Stock",NATH,11/25/2024,12/06/2024,0.5,2.0,89.49,5.587216448765226,none,
1193,Nuveen Minnesota Quality Municipal Income Fund ,NMS,11/15/2024,12/02/2024,0.0735,0.882,13.1694,5.581119868786733,none,
723,"MainStreet Bancshares, Inc. Common Stock",MNSB,11/12/2024,11/19/2024,0.1,0.4,17.95,5.571030640668524,buy,
1111,Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV,11/15/2024,12/02/2024,0.072,0.864,12.93,5.568445475638051,hold,
1569,Newmont Corporation,NEM,11/27/2024,12/23/2024,0.25,1.0,45.04,5.550621669626999,buy,
1177,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN,11/15/2024,11/29/2024,0.0929,1.1148,16.75,5.546268656716418,none,
1560,"Voya Financial, Inc. Common Stock",VOYA,11/26/2024,12/26/2024,0.45,1.8,81.28,5.536417322834645,buy,
1020,Park National Corporation Common Stock,PRK,11/15/2024,12/10/2024,1.06,4.24,191.58,5.532936632216306,hold,
484,1st Source Corporation Common Stock,SRCE,11/05/2024,11/15/2024,0.36,1.44,65.15,5.525709900230237,hold,
1470,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP,11/21/2024,11/29/2024,0.1151,1.3812,20.88,5.512452107279693,none,
1252,Popular Inc. 6.375% PRF PERPETUAL USD 25 - Ser 2003 Cls A,BPOPO,11/15/2024,12/02/2024,0.132813,1.5937,24.1,5.510912863070539,none,
799,Teekay Tankers Ltd.,TNK,11/12/2024,11/22/2024,0.25,1.0,45.49,5.495713343591998,buy,
1285,"Enact Holdings, Inc. Common Stock",ACT,11/18/2024,12/05/2024,0.185,0.74,33.76,5.479857819905214,none,
1608,"Estee Lauder Companies, Inc. (The) Common Stock",EL,11/29/2024,12/16/2024,0.35,1.4,63.9,5.477308294209703,hold,
1448,Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC,11/21/2024,11/29/2024,0.0937,1.1244,17.14,5.466744457409568,none,
997,"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",OXLCO,11/15/2024,11/29/2024,0.125,1.5,22.9801,5.439488949134251,none,
1612,Barrick Gold Corporation Common Stock (BC),GOLD,11/29/2024,12/16/2024,0.1,0.4,18.4,5.434782608695652,buy,
1571,"Everest Group, Ltd. Common Stock",EG,11/27/2024,12/13/2024,2.0,8.0,368.29,5.4305031361155605,buy,
745,"PPG Industries, Inc. Common Stock",PPG,11/12/2024,12/12/2024,0.68,2.72,125.52,5.417463352453792,buy,
994,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,OXLCP,11/15/2024,11/29/2024,0.13020833,1.5625,24.05,5.414067775467776,none,
1440,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,PFO,11/21/2024,11/29/2024,0.0505,0.606,9.34,5.406852248394005,none,
1106,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA,11/15/2024,12/02/2024,0.066,0.792,12.22,5.400981996726677,strong_buy,
433,"East West Bancorp, Inc. Common Stock",EWBC,11/04/2024,11/15/2024,0.55,2.2,101.88,5.398508048684727,buy,
1181,BlackRock Resources Common Shares of Beneficial Interest,BCX,11/15/2024,11/29/2024,0.0518,0.6216,9.6,5.395833333333333,none,
1679,Fidelis Insurance Holdings Limited Common Shares,FIHL,11/29/2024,12/20/2024,0.1,0.4,18.57,5.385029617662897,buy,
1067,American States Water Company Common Stock,AWR,11/15/2024,12/02/2024,0.4655,1.862,86.45,5.384615384615384,buy,
748,California Water Service Group Common Stock,CWT,11/12/2024,11/22/2024,0.28,1.12,52.11,5.3732488965649585,buy,
1044,Kroger Company (The) Common Stock,KR,11/15/2024,12/01/2024,0.32,1.28,59.91,5.341345351360374,buy,
1520,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",TPZ,11/22/2024,11/29/2024,0.105,1.26,19.74,5.319148936170214,none,
575,MGIC Investment Corporation Common Stock,MTG,11/07/2024,11/21/2024,0.13,0.52,24.46,5.314799672935404,buy,
1373,Singapore Post Limited ADR,SPSTY,11/19/2024,12/17/2024,0.04102,0.1641,7.83,5.238825031928481,none,
669,Hilltop Holdings Inc.,HTH,11/08/2024,11/22/2024,0.17,0.68,32.52,5.227552275522755,hold,
1437,Flaherty & Crumrine Preferred and Income Fund Incorporated,PFD,11/21/2024,11/29/2024,0.061,0.732,11.673,5.225734601216482,none,
1035,3M Company Common Stock,MMM,11/15/2024,12/12/2024,0.7,2.8,134.34,5.210659520619324,buy,
1439,Western Asset Intermediate Muni Fund Inc Common Stock,SBI,11/21/2024,12/02/2024,0.042,0.504,8.1,5.185185185185185,none,
1156,Blackrock Health Sciences Trust,BME,11/15/2024,11/29/2024,0.213,2.556,41.18,5.172413793103448,none,
1441,"Western Asset Managed Municipals Fund, Inc. Common Stock",MMU,11/21/2024,12/02/2024,0.0545,0.654,10.54,5.170777988614801,none,
1350,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",OCCIO,11/19/2024,11/29/2024,0.1276042,1.53125,24.71,5.164071226224201,none,
814,AdvanSix Inc. Common Stock ,ASIX,11/12/2024,11/26/2024,0.16,0.64,31.02,5.157962604771115,buy,
476,Sensient Technologies Corporation Common Stock,SXT,11/04/2024,12/02/2024,0.41,1.64,79.57,5.152695739600352,strong_buy,
980,Honeywell International Inc. Common Stock,HON,11/15/2024,12/06/2024,1.13,4.32,219.49,5.148298327942047,buy,
559,"First Business Financial Services, Inc. Common Stock",FBIZ,11/07/2024,11/20/2024,0.25,1.0,48.74,5.129257283545343,buy,
1183,"BlackRock Utility, Infrastructure & Power Opportunities Trust",BUI,11/15/2024,11/29/2024,0.121,1.452,23.65,5.116279069767442,none,
