,companyName,symbol,dividend_Ex_Date,payment_Date,dividend_Rate,indicated_Annual_Dividend
1328,Phillips 66 Common Stock,PSX,11/18/2024,12/02/2024,1.15,4.6
1329,Carlyle Credit Income Fund Shares of Beneficial Interest,CCIF,11/18/2024,11/29/2024,0.105,1.26
1330,"PennyMac Financial Services, Inc. Common Stock",PFSI,11/18/2024,11/27/2024,0.3,1.2
1331,"A10 Networks, Inc. Common Stock",ATEN,11/18/2024,12/02/2024,0.06,0.24
1332,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),GNK,11/18/2024,11/25/2024,0.4,1.6
1333,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,KRP,11/18/2024,11/25/2024,0.41,1.64
1334,"Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share",IHTA,11/18/2024,12/02/2024,0.1471,0.24
1335,Crescent Energy Company Class A Common Stock,CRGY,11/18/2024,12/02/2024,0.12,0.48
1336,"Apollo Global Management, Inc. (New) Common Stock",APO,11/18/2024,11/29/2024,0.4625,1.85
1337,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028,CCIA,11/18/2024,11/29/2024,0.1823,2.1876
1338,Sainsbury (J) plc ADR,JSAIY,11/18/2024,12/30/2024,0.202503,0.405
1339,Autoscope Technologies Corporation,AATC,11/18/2024,11/25/2024,0.15,0.6
1340,DBS Group Holdings Ltd ADR,DBSDY,11/18/2024,12/05/2024,1.636487,6.5459
1341,DBS Group Holdings Ltd ADR,DBSDY,11/18/2024,12/05/2024,1.586487,6.5459
1342,ANZ Group Holdings Ltd Sponsored ADR,ANZGY,11/18/2024,12/30/2024,0.164639,0.4459
1343,Mowi ASA ADR - Sponsor,MHGVY,11/18/2024,12/02/2024,0.135827,0.5433
1344,Securitas AB ADR,SCTBY,11/18/2024,12/06/2024,0.187493,0.1875
1345,DNO ASA ADR,DTNOY,11/18/2024,12/09/2024,0.286907,1.1476
1346,DNO ASA ADR,DTNOY,11/18/2024,12/09/2024,0.16518,1.1476
1347,Cognizant Technology Solutions Corporation Class A Common Stock,CTSH,11/19/2024,11/27/2024,0.3,1.2
1348,"Landstar System, Inc. Common Stock",LSTR,11/19/2024,12/10/2024,0.36,1.44
1349,"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026",OCCIN,11/19/2024,11/29/2024,0.109375,1.3125
1350,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",OCCIO,11/19/2024,11/29/2024,0.1276042,1.53125
1351,"OFS Credit Company, Inc. 7.875% Series F Term Preferred Stock",OCCIM,11/19/2024,11/29/2024,0.1640625,1.903125
1352,"OFS Credit Company, Inc. Common Stock",OCCI,11/19/2024,11/29/2024,0.115,1.38
1353,"Prudential Financial, Inc. Common Stock",PRU,11/19/2024,12/12/2024,1.3,5.2
1354,Natural Resource Partners LP Limited Partnership,NRP,11/19/2024,11/26/2024,0.75,3.0
1355,Equinor ASA,EQNR,11/19/2024,11/29/2024,0.35,0.0
1356,STERIS plc (Ireland) Ordinary Shares,STE,11/19/2024,12/19/2024,0.57,2.28
1357,Deluxe Corporation Common Stock,DLX,11/19/2024,12/02/2024,0.3,1.2
1358,TechnipFMC plc Ordinary Share,FTI,11/19/2024,12/04/2024,0.05,0.2
1359,ENI S.p.A. Common Stock,E,11/19/2024,12/06/2024,0.54325,2.173
1360,Tenaris S.A. American Depositary Shares,TS,11/19/2024,11/20/2024,0.54,1.08
1361,"Special Opportunities Fund, Inc Common Stock",SPE,11/19/2024,11/29/2024,0.0954,1.1448
1362,High Income Securities Fund Common Stock,PCF,11/19/2024,11/29/2024,0.0622,0.7464
1363,Crawford & Company Common Stock,CRD.A,11/19/2024,12/06/2024,0.07,0.28
1364,Crawford & Company Common Stock,CRD.B,11/19/2024,12/06/2024,0.07,0.28
1365,Sitio Royalties Corp. Class A Common Stock,STR,11/19/2024,11/27/2024,0.28,1.12
1366,"ONE Gas, Inc. Common Stock",OGS,11/19/2024,12/04/2024,0.66,2.64
1367,"BWX Technologies, Inc. Common Stock",BWXT,11/19/2024,12/10/2024,0.24,0.96
1368,"PROG Holdings, Inc. Common Stock",PRG,11/19/2024,12/03/2024,0.12,0.48
1369,"Angel Oak Mortgage REIT, Inc. Common Stock",AOMR,11/19/2024,11/27/2024,0.32,1.28
1370,Tenaris S.A.,TNRSF,11/19/2024,11/20/2024,0.27,0.54
1371,Mediobanca - Banca Di Credito Finanziario Spa ADR,MDIBY,11/19/2024,1/01/0001,0.400867,0.4009
1372,Mediobanca - Banca Di Credito Finanziario Spa ADR,MDIBY,11/19/2024,1/01/0001,0.60928,0.4009
1373,Singapore Post Limited ADR,SPSTY,11/19/2024,12/17/2024,0.04102,0.1641
1374,Singapore Post Limited ADR,SPSTY,11/19/2024,12/17/2024,0.051274,0.1641
1375,Danieli & C - Officine Meccaniche Spa ADR (Representing 1 Pref. Shares),DNIYY,11/19/2024,12/05/2024,0.354841,0.3548
1376,Chesapeake Granite Wash Trust Units,CHKR,11/19/2024,11/29/2024,0.0267,0.1068
1377,d'Amico International Shipping SA,DMCOF,11/19/2024,11/20/2024,0.252,0.504
1378,Columbia Sportswear Company Common Stock,COLM,11/20/2024,12/04/2024,0.3,1.2
1379,Credit Suisse AG Credit Suisse X-Links Crude Oil Shares Covered Call ETN,USOI,11/20/2024,11/25/2024,1.6407,11.2692
1380,"Credit Suisse X-Links Gold Shares Covered Call ETNs due February 2, 2033",GLDI,11/20/2024,11/25/2024,1.3967,27.7008
1381,"Credit Suisse X-Links Silver Shares Covered Call ETNs due April 21, 2033",SLVO,11/20/2024,11/25/2024,1.2435,25.7724
1382,Gladstone Capital Corporation Common Stock,GLAD,11/20/2024,11/29/2024,0.165,1.98
1383,"Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",GOODO,11/20/2024,11/29/2024,0.125,1.5
1384,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,GOODN,11/20/2024,11/29/2024,0.138021,1.656252
1385,Gladstone Commercial Corporation Real Estate Investment Trust,GOOD,11/20/2024,11/29/2024,0.1,1.2
1386,Gladstone Investment Corporation Business Development Company,GAIN,11/20/2024,11/29/2024,0.08,0.96
1387,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,LANDM,11/20/2024,11/29/2024,0.104167,1.250004
1388,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO,11/20/2024,11/29/2024,0.125,1.5
1389,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,LANDP,11/20/2024,11/29/2024,0.125,1.5
1390,Gladstone Land Corporation Common Stock,LAND,11/20/2024,11/29/2024,0.0467,0.5604
1391,"Hasbro, Inc. Common Stock",HAS,11/20/2024,12/04/2024,0.7,2.8
1392,Joint Stock Company Kaspi.kz American Depository Shares,KSPI,11/20/2024,11/10/2024,1.756452,7.603816
1393,Karat Packaging Inc. Common Stock,KRT,11/20/2024,11/29/2024,0.4,2.0
1394,"Kelly Services, Inc. Class A Common Stock",KELYA,11/20/2024,12/04/2024,0.075,0.3
1395,"Kelly Services, Inc. Class B Common Stock",KELYB,11/20/2024,12/04/2024,0.075,0.3
1396,"MarketAxess Holdings, Inc. Common Stock",MKTX,11/20/2024,12/04/2024,0.74,2.96
1397,OneSpaWorld Holdings Limited Common Shares,OSW,11/20/2024,12/04/2024,0.04,0.16
1398,"Powell Industries, Inc. Common Stock",POWL,11/20/2024,12/18/2024,0.265,1.06
1399,Cohen & Company Inc.,COHN,11/20/2024,12/05/2024,0.25,1.0
1400,Target Corporation Common Stock,TGT,11/20/2024,12/10/2024,1.12,4.48
1401,Valero Energy Corporation Common Stock,VLO,11/20/2024,12/20/2024,1.07,4.28
1402,AFLAC Incorporated Common Stock,AFL,11/20/2024,12/02/2024,0.5,2.0
1403,Brunswick Corporation Common Stock,BC,11/20/2024,12/13/2024,0.42,1.68
1404,Louisiana-Pacific Corporation Common Stock,LPX,11/20/2024,11/27/2024,0.26,1.04
1405,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,IGR,11/20/2024,11/29/2024,0.06,0.72
1406,"Ormat Technologies, Inc. Common Stock",ORA,11/20/2024,12/04/2024,0.12,0.48
1407,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,BGH,11/20/2024,12/02/2024,0.1056,1.2672
1408,Marathon Petroleum Corporation Common Stock,MPC,11/20/2024,12/10/2024,0.91,3.64
1409,Zurn Elkay Water Solutions Corporation Common Stock,ZWS,11/20/2024,12/06/2024,0.09,0.36
1410,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",DMB,11/20/2024,12/02/2024,0.03,0.36
1411,"Excelerate Energy, Inc. Class A Common Stock",EE,11/20/2024,12/05/2024,0.06,0.24
1412,IBW Financial Corp.,IBWC,11/20/2024,12/01/2024,0.25,0.25
1413,Guoco Group Ltd. ADR,GULRY,11/20/2024,12/18/2024,0.694989,1.39
1414,Fortitude Gold Corp Com,FTCO,11/20/2024,11/29/2024,0.04,0.48
1415,"Applied Materials, Inc. Common Stock",AMAT,11/21/2024,12/12/2024,0.4,1.6
1416,"BGC Group, Inc. Class A Common Stock",BGC,11/21/2024,12/04/2024,0.02,0.08
1417,"Evergy, Inc. Common Stock",EVRG,11/21/2024,12/20/2024,0.6675,2.57
1418,"LeMaitre Vascular, Inc. Common Stock",LMAT,11/21/2024,12/05/2024,0.16,0.64
1419,Microsoft Corporation Common Stock,MSFT,11/21/2024,12/12/2024,0.83,3.0
1420,"Newmark Group, Inc. Class A Common Stock",NMRK,11/21/2024,12/05/2024,0.03,0.12
1421,TORM plc Class A Common Stock,TRMD,11/21/2024,12/04/2024,1.2,7.2
1422,"Woodward, Inc. Common Stock",WWD,11/21/2024,12/05/2024,0.25,1.0
1423,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EIM,11/21/2024,11/29/2024,0.0508,0.6096
1424,"Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",ENX,11/21/2024,11/29/2024,0.0417,0.5004
1425,"Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EVM,11/21/2024,11/29/2024,0.0417,0.5004
1426,Thomson Reuters Corp Common Shares,TRI,11/21/2024,12/10/2024,0.54,2.16
1427,Wheaton Precious Metals Corp Common Shares (Canada),WPM,11/21/2024,12/06/2024,0.155,0.62
1428,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",GIL,11/21/2024,12/16/2024,0.205,0.82
1429,Archer-Daniels-Midland Company Common Stock,ADM,11/21/2024,12/12/2024,0.5,2.0
1430,Hecla Mining Company Common Stock,HL,11/21/2024,12/04/2024,0.01375,0.055
1431,"CenterPoint Energy, Inc (Holding Co) Common Stock",CNP,11/21/2024,12/12/2024,0.21,0.84
1432,Moog Inc. Class B Common Stock,MOG.B,11/21/2024,12/06/2024,0.28,1.12
1433,Snap-On Incorporated Common Stock,SNA,11/21/2024,12/10/2024,2.14,8.56
1434,Western Asset Investment Grade Income Fund Inc.,PAI,11/21/2024,12/02/2024,0.0515,0.618
1435,Moog Inc. Class A Common Stock,MOG.A,11/21/2024,12/06/2024,0.28,1.12
1436,"Western Asset Municipal High Income Fund, Inc. Common Stock",MHF,11/21/2024,12/02/2024,0.034,0.408
1437,Flaherty & Crumrine Preferred and Income Fund Incorporated,PFD,11/21/2024,11/29/2024,0.061,0.732
1438,PHX Minerals Inc. Common Stock,PHX,11/21/2024,12/05/2024,0.04,0.16
1439,Western Asset Intermediate Muni Fund Inc Common Stock,SBI,11/21/2024,12/02/2024,0.042,0.504
1440,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,PFO,11/21/2024,11/29/2024,0.0505,0.606
1441,"Western Asset Managed Municipals Fund, Inc. Common Stock",MMU,11/21/2024,12/02/2024,0.0545,0.654
1442,Litecoin,LTC,11/21/2024,11/29/2024,0.19,2.28
1443,"Western Asset High Income Opportunity Fund, Inc. Common Stock",HIO,11/21/2024,12/02/2024,0.0355,0.426
1444,Western Asset High Income Fund II Inc. Common Stock,HIX,11/21/2024,12/02/2024,0.049,0.588
1445,Gerdau S.A. Common Stock,GGB,11/21/2024,12/23/2024,0.0528094,0.2112
1446,Western Asset Bond Fund Share of Beneficial Interest,WEA,11/21/2024,12/02/2024,0.07,0.84
1447,Western Asset Global High Income Fund Inc Common Stock,EHI,11/21/2024,12/02/2024,0.07,0.84
1448,Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC,11/21/2024,11/29/2024,0.0937,1.1244
1449,Western Asset Inflation-Linked Income Fund,WIA,11/21/2024,11/29/2024,0.05,0.6
1450,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT,11/21/2024,11/29/2024,0.1646,1.9752
1451,E-mini S&P MidCap 400 Futures ,EMD,11/21/2024,12/02/2024,0.0845,1.014
1452,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,EFR,11/21/2024,11/29/2024,0.1,1.2
1453,"Tempur Sealy International, Inc. Common Stock",TPX,11/21/2024,12/05/2024,0.13,0.52
1454,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG,11/21/2024,11/29/2024,0.1293,1.5516
1455,LMP Capital and Income Fund Inc. Common Stock,SCD,11/21/2024,12/02/2024,0.113,1.356
1456,Western Asset Inflation-Linked Opportunities & Income Fund,WIW,11/21/2024,11/29/2024,0.0605,0.726
1457,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO,11/21/2024,11/29/2024,0.1733,2.0796
1458,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,EFT,11/21/2024,11/29/2024,0.103,1.236
1459,HF Sinclair Corporation Common Stock,DINO,11/21/2024,12/04/2024,0.5,2.0
1460,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI,11/21/2024,11/29/2024,0.1338,1.6056
1461,"W&T Offshore, Inc. Common Stock",WTI,11/21/2024,11/29/2024,0.01,0.04
1462,EOS,EOS,11/21/2024,11/29/2024,0.1523,1.8276
1463,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG,11/21/2024,11/29/2024,0.0792,0.9504
1464,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB,11/21/2024,11/29/2024,0.1058,1.2696
1465,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW,11/21/2024,11/29/2024,0.0664,0.7968
1466,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",ETY,11/21/2024,11/29/2024,0.0992,1.1904
1467,Discover Financial Services Common Stock,DFS,11/21/2024,12/05/2024,0.7,2.8
1468,TE Connectivity plc Ordinary Shares,TEL,11/21/2024,1/01/0001,0.65,2.6
1469,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC,11/21/2024,11/29/2024,0.092,1.104
1470,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP,11/21/2024,11/29/2024,0.1151,1.3812
1471,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,EMO,11/21/2024,12/02/2024,0.33,3.96
1472,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETJ,11/21/2024,11/29/2024,0.0651,0.7812
1473,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),CPAC,11/21/2024,12/17/2024,0.5421129,1.0827
1474,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,BSL,11/21/2024,11/29/2024,0.114,1.368
1475,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT,11/21/2024,11/29/2024,0.0683,0.8196
1476,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,IGI,11/21/2024,12/02/2024,0.071,0.852
1477,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,GDO,11/21/2024,12/02/2024,0.122,1.464
1478,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV,11/21/2024,11/29/2024,0.0993,1.1916
1479,Western Asset Mortgage Opportunity Fund Inc. Common Stock,DMO,11/21/2024,12/02/2024,0.13,1.56
1480,"Primerica, Inc. Common Stock",PRI,11/21/2024,12/12/2024,0.9,3.6
1481,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,HYI,11/21/2024,12/02/2024,0.095,1.14
1482,Blackstone Long Short Credit Income Fund Common Shares,BGX,11/21/2024,11/29/2024,0.101,1.212
1483,BrandywineGLOBAL Global Income Opportunities Fund Inc.,BWG,11/21/2024,12/02/2024,0.08,0.96
1484,Regional Management Corp. Common Stock,RM,11/21/2024,12/11/2024,0.3,1.2
1485,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,MMD,11/21/2024,11/29/2024,0.06,0.72
1486,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,BGB,11/21/2024,11/29/2024,0.093,1.116
1487,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,ETX,11/21/2024,11/29/2024,0.0782,0.9384
1488,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,EXG,11/21/2024,11/29/2024,0.0657,0.7884
1489,Amcor plc Ordinary Shares,AMCR,11/21/2024,12/11/2024,0.1275,0.51
1490,Vontier Corporation Common Stock ,VNT,11/21/2024,12/12/2024,0.025,0.1
1491,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,WDI,11/21/2024,12/02/2024,0.1485,1.782
1492,FS Credit Opportunities Corp. Common Stock,FSCO,11/21/2024,11/29/2024,0.06,0.72
1493,M & F Bancorp Inc,MFBP,11/21/2024,12/13/2024,0.05,0.2
1494,Globe Telecom Inc. ADR,GTMEY,11/21/2024,12/23/2024,0.271361,1.0854
1495,OTC Markets Group Inc - Class A,OTCM,11/21/2024,12/05/2024,1.5,0.72
1496,Atea,ATEAY,11/21/2024,12/11/2024,0.159163,0.3183
1497,Atea,ATEAY,11/21/2024,12/11/2024,0.127331,0.3183
1498,"Bank of the James Financial Group, Inc. Common Stock",BOTJ,11/22/2024,12/06/2024,0.1,0.4
1499,"Barrett Business Services, Inc. Common Stock",BBSI,11/22/2024,12/06/2024,0.08,0.32
1500,"Cogent Communications Holdings, Inc.",CCOI,11/22/2024,12/06/2024,0.995,3.94
1501,"Diamond Hill Investment Group, Inc. Class A Common Stock",DHIL,11/22/2024,12/06/2024,1.5,6.0
1502,Microchip Technology Incorporated Common Stock,MCHP,11/22/2024,12/06/2024,0.455,1.816
1503,"United States Lime & Minerals, Inc. Common Stock",USLM,11/22/2024,12/13/2024,0.05,0.2
1504,Viatris Inc. Common Stock,VTRS,11/22/2024,12/13/2024,0.12,0.48
1505,Hyatt Hotels Corporation Class A Common Stock,H,11/22/2024,12/06/2024,0.15,0.6
1506,Cummins Inc. Common Stock,CMI,11/22/2024,12/05/2024,1.82,7.28
1507,"Equifax, Inc. Common Stock",EFX,11/22/2024,12/13/2024,0.39,1.56
1508,"Dynex Capital, Inc. Common Stock",DX,11/22/2024,12/02/2024,0.15,1.8
1509,Putnam Premier Income Trust Common Stock,PPT,11/22/2024,12/02/2024,0.026,0.312
1510,Putnam Master Intermediate Income Trust Common Stock,PIM,11/22/2024,12/02/2024,0.022,0.264
1511,Putnam Managed Municipal Income Trust Common Stock,PMM,11/22/2024,12/02/2024,0.0238,0.2856
1512,Scotts Miracle-Gro Company (The) Common Stock,SMG,11/22/2024,12/06/2024,0.66,2.64
1513,Putnam Municipal Opportunities Trust Common Stock,PMO,11/22/2024,12/02/2024,0.035,0.42
1514,"Reliance, Inc. Common Stock",RS,11/22/2024,12/06/2024,1.1,4.4
1515,Moody's Corporation Common Stock,MCO,11/22/2024,12/13/2024,0.85,3.4
1516,"Tortoise Midstream Energy Fund, Inc. Common Stock",NTG,11/22/2024,11/29/2024,0.81,3.24
1517,Piper Sandler Companies Common Stock,PIPR,11/22/2024,12/13/2024,0.65,2.6
1518,Tortoise Energy Infrastructure Corporation Common Stock,TYG,11/22/2024,11/29/2024,0.78,3.12
1519,Assured Guaranty Ltd. Common Stock,AGO,11/22/2024,12/06/2024,0.31,1.24
1520,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",TPZ,11/22/2024,11/29/2024,0.105,1.26
1521,"Piedmont Office Realty Trust, Inc. Class A Common Stock",PDM,11/22/2024,1/02/2025,0.125,0.5
1522,Scorpio Tankers Inc. Common Shares,STNG,11/22/2024,12/13/2024,0.4,1.6
1523,"Compania Cervecerias Unidas, S.A. Common Stock",CCU,11/22/2024,1/01/0001,0.2457901,0.4916
1524,"NextEra Energy, Inc. Common Stock",NEE,11/22/2024,12/16/2024,0.515,2.06
1525,"Walker & Dunlop, Inc Common Stock",WD,11/22/2024,12/06/2024,0.65,2.6
1526,"Fortune Brands Innovations, Inc. Common Stock",FBIN,11/22/2024,12/11/2024,0.24,0.96
1527,"Tortoise Pipeline & Energy Fund, Inc. Common Stock",TTP,11/22/2024,11/29/2024,0.59,2.36
1528,"Tortoise Energy Independence Fund, Inc. Common Stock",NDP,11/22/2024,11/29/2024,0.63,2.52
1529,"Bath & Body Works, Inc.",BBWI,11/22/2024,12/06/2024,0.2,0.8
1530,TransUnion Common Stock,TRU,11/22/2024,12/09/2024,0.105,0.42
1531,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",NGG,11/22/2024,1/14/2025,1.0196,2.0392
1532,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,HFRO,11/22/2024,11/29/2024,0.0385,0.462
1533,Highland Global Allocation Fund Common Stock,HGLB,11/22/2024,11/29/2024,0.081,0.972
1534,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,TEAF,11/22/2024,11/29/2024,0.09,1.08
1535,Bowlero Corp. Class A Common Stock,BOWL,11/22/2024,12/06/2024,0.055,0.22
1536,"Summit Bancshares, Inc.",SMAL,11/22/2024,12/13/2024,0.42,0.44
1537,Merchants Financial Group Inc,MFGI,11/22/2024,12/20/2024,0.36,0.72
1538,Security National Corp.,SNLC,11/22/2024,12/13/2024,0.5,2.0
1539,Stolt-Nielsen Limited,SOIEF,11/22/2024,12/04/2024,1.25,2.5
1540,Pernod Ricard S.A. (France) ADR (Sponsored),PRNDY,11/22/2024,12/27/2024,0.515449,1.0309
1541,"Advanced Energy Industries, Inc. Common Stock",AEIS,11/25/2024,12/06/2024,0.1,0.4
1542,CDW Corporation Common Stock,CDW,11/25/2024,12/10/2024,0.625,2.48
1543,"MKS Instruments, Inc. Common Stock",MKSI,11/25/2024,12/06/2024,0.22,0.88
1544,"Nathan's Famous, Inc. Common Stock",NATH,11/25/2024,12/06/2024,0.5,2.0
1545,Robert Half Inc. Common Stock,RHI,11/25/2024,12/13/2024,0.53,2.12
1546,Marcus Corporation (The) Common Stock,MCS,11/25/2024,12/16/2024,0.07,0.28
1547,Atmos Energy Corporation Common Stock,ATO,11/25/2024,12/09/2024,0.87,3.48
1548,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),NVGS,11/25/2024,12/17/2024,0.05,0.2
1549,"Paycom Software, Inc. Common Stock",PAYC,11/25/2024,12/09/2024,0.375,1.5
1550,Civeo Corporation (Canada) Common Shares,CVEO,11/25/2024,12/16/2024,0.25,1.0
1551,"CBL & Associates Properties, Inc. Common Stock",CBL,11/25/2024,12/11/2024,0.4,1.6
1552,Altair Corp,ATCD,11/25/2024,12/23/2024,48.1,48.1
1553,Chatham Corp,CHTM,11/25/2024,12/23/2024,47.5,59.62
1554,Bebe Stores Inc,BEBE,11/25/2024,11/22/2024,2.0,0.16
1555,Ford Otomotiv Sanayi A.S. ADR,FOVSY,11/25/2024,12/11/2024,1.815677,3.6314
1556,"CRA International, Inc. Common Stock",CRAI,11/26/2024,12/13/2024,0.49,1.68
1557,Johnson & Johnson Common Stock,JNJ,11/26/2024,12/10/2024,1.24,4.96
1558,S&P Global Inc. Common Stock,SPGI,11/26/2024,12/11/2024,0.91,3.64
1559,Labcorp Holdings Inc. Common Stock,LH,11/26/2024,12/13/2024,0.72,2.88
1560,"Voya Financial, Inc. Common Stock",VOYA,11/26/2024,12/26/2024,0.45,1.8
1561,"Yum China Holdings, Inc. Common Stock",YUMC,11/26/2024,12/17/2024,0.16,0.64
1562,Aker Solutions ASA ADR,AKRYY,11/26/2024,12/16/2024,2.81765,3.0391
1563,Algoma Steel Group Inc. Common Shares,ASTL,11/27/2024,12/27/2024,0.05,0.2
1564,Electronic Arts Inc. Common Stock,EA,11/27/2024,12/18/2024,0.19,0.76
1565,Phibro Animal Health Corporation Class A Common Stock,PAHC,11/27/2024,12/18/2024,0.12,0.48
1566,"T-Mobile US, Inc. Common Stock",TMUS,11/27/2024,12/12/2024,0.88,2.6
1567,Kinross Gold Corporation Common Stock,KGC,11/27/2024,12/12/2024,0.03,0.12
1568,"RB Global, Inc. Common Stock",RBA,11/27/2024,12/18/2024,0.29,1.16
1569,Newmont Corporation,NEM,11/27/2024,12/23/2024,0.25,1.0
1570,PVH Corp. Common Stock,PVH,11/27/2024,12/18/2024,0.0375,0.15
1571,"Everest Group, Ltd. Common Stock",EG,11/27/2024,12/13/2024,2.0,8.0
1572,"Century Communities, Inc. Common Stock",CCS,11/27/2024,12/11/2024,0.26,1.04
1573,"Energizer Holdings, Inc. Common Stock",ENR,11/27/2024,12/12/2024,0.3,1.2
1574,Mapfre Sociedad Anonima ADR,MPFRY,11/27/2024,12/16/2024,0.141219,0.2824
1575,ACNB Corporation Common Stock,ACNB,11/29/2024,12/13/2024,0.32,1.28
1576,BayFirst Financial Corp. Common Stock,BAFN,11/29/2024,12/15/2024,0.08,0.32
1577,CSX Corporation Common Stock,CSX,11/29/2024,12/13/2024,0.12,0.48
1578,eBay Inc. Common Stock,EBAY,11/29/2024,12/13/2024,0.27,1.08
1579,"Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",EFSCP,11/29/2024,12/15/2024,0.3125,0.0
1580,"First Citizens BancShares, Inc. 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",FCNCO,11/29/2024,12/16/2024,0.351563,1.406252
1581,"First Citizens BancShares, Inc. Class A Common Stock",FCNCA,11/29/2024,12/16/2024,1.95,6.56
1582,"First Citizens BancShares, Inc. Depositary Shares",FCNCP,11/29/2024,12/16/2024,0.335938,1.343752
1583,"Golub Capital BDC, Inc. Common Stock",GBDC,11/29/2024,12/13/2024,0.05,1.56
1584,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,HWCPZ,11/29/2024,12/16/2024,0.390625,1.5625
1585,"Interactive Brokers Group, Inc. Class A Common Stock",IBKR,11/29/2024,12/13/2024,0.25,1.0
1586,"Mesa Laboratories, Inc. Common Stock",MLAB,11/29/2024,12/16/2024,0.16,0.64
1587,"MGE Energy, Inc",MGEE,11/29/2024,12/15/2024,0.45,1.8
1588,"MillerKnoll, Inc. Common Stock",MLKN,11/29/2024,1/15/2025,0.1875,0.75
1589,"Monarch Casino & Resort, Inc. Common Stock",MCRI,11/29/2024,12/15/2024,0.3,1.2
1590,"NewtekOne, Inc. 8.50% Fixed Rate Senior Notes due 2029",NEWTG,11/29/2024,12/02/2024,0.53125,2.1486
1591,Open Text Corporation Common Shares,OTEX,11/29/2024,12/20/2024,0.2625,1.05
